Estación,Título,latitud,longitud,Fecha Solar (UTC),SO2,NO,NO2,CO,PM10,O3,dd,vv,TMP,HR,PRB,RS,LL,BEN,TOL,MXIL,PM25
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T18:00:00","4","1","15","","","57","297","1.83","14.5","91","1016","6","0","","","","1"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T17:00:00","6","1","9","","","66","313","2.95","15.3","86","1016","21","0.8","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T16:00:00","8","2","10","","","68","320","4.03","16.4","78","1015","25","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T15:00:00","5","2","4","","","76","318","5.22","16.6","75","1015","38","0","","","","1"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T14:00:00","6","1","5","","","73","313","4","15.5","87","1014","28","0","","","","1"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T13:00:00","14","3","19","","","58","320","4.33","13.9","100","1013","16","0.2","","","","1"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T12:00:00","20","3","24","","","51","335","4.33","15.6","96","1013","17","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T11:00:00","14","3","18","","","55","340","5","19.4","68","1012","34","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T10:00:00","7","1","13","","","56","301","2.1","19.2","66","1011","45","0","","","","20"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T09:00:00","9","1","12","","","59","241","2.3","17.8","75","1011","45","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T08:00:00","6","2","19","","","41","233","1.3","14.6","97","1011","17","0","","","","28"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T07:00:00","4","1","24","","","27","313","1.27","12.6","100","1010","4","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T06:00:00","4","1","30","","","34","184","1","13.4","100","1010","2","0","","","","21"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T05:00:00","4","2","27","","","31","197","1","12.9","100","1010","2","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T04:00:00","5","1","18","","","45","185","0.87","13.1","100","1010","2","0","","","","15"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T03:00:00","5","1","14","","","50","173","0.92","12.3","100","1010","2","0","","","","26"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T02:00:00","5","1","25","","","26","220","0.45","12.4","100","1011","2","0","","","","31"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T01:00:00","6","3","40","","","10","183","0.8","12.8","99","1011","2","0","","","","30"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T00:00:00","7","1","35","","","20","208","0.3","13.7","96","1011","2","0","","","","34"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T23:00:00","6","3","39","","","19","173","0.5","13.8","97","1011","2","0","","","","22"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T22:00:00","6","15","55","","","10","185","0.15","14.9","96","1011","2","0","","","","25"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T21:00:00","8","12","63","","","8","175","0.4","15.4","94","1011","2","0","","","","35"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T20:00:00","17","1","55","","","25","298","0.65","16.7","90","1011","2","0","","","","33"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T19:00:00","21","1","43","","","45","240","0.5","17.9","82","1011","2","0","","","","26"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T18:00:00","9","1","21","","","95","334","1.65","20.4","63","1011","8","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T17:00:00","9","1","25","","","97","16","0.85","22.6","50","1010","31","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T16:00:00","9","1","23","","","100","16","1.1","24","42","1010","57","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T15:00:00","9","1","21","","","99","179","0.85","24.8","45","1010","79","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T14:00:00","10","1","22","","","101","156","0.85","24.9","46","1010","94","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T13:00:00","12","1","30","","","88","51","1.4","24.8","43","1011","101","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T12:00:00","15","5","34","","","67","15","0.95","24.5","46","1011","100","0","","","","18"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T11:00:00","41","13","41","","","37","344","1.15","24.2","49","1011","90","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T10:00:00","10","3","22","","","44","322","0.8","23","52","1012","73","0","","","","20"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T09:00:00","7","5","27","","","32","310","1.4","19.8","63","1012","51","0","","","","14"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T08:00:00","8","20","39","","","16","317","0.9","17.5","75","1011","25","0","","","","15"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T07:00:00","7","79","58","","","5","229","0.25","14.9","85","1011","4","0","","","","23"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T06:00:00","6","60","47","","","5","300","0.5","14.3","89","1011","2","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T05:00:00","5","18","39","","","11","211","0.5","14.6","91","1011","2","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T04:00:00","5","1","20","","","22","188","1.1","14.4","93","1011","2","0","","","","20"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T03:00:00","5","1","19","","","27","311","0.75","15.4","91","1011","2","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T02:00:00","5","2","25","","","17","305","0.5","14.8","94","1012","2","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T01:00:00","5","10","33","","","12","301","0.4","14.9","96","1012","2","0","","","","38"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-05T00:00:00","5","27","45","","","4","194","0.3","14.6","96","1012","2","0","","","","33"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T23:00:00","5","23","48","","","4","189","0.1","15.1","96","1013","2","0","","","","38"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T22:00:00","5","24","56","","","5","181","0.2","15.3","96","1013","2","0","","","","41"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T21:00:00","6","84","74","","","4","174","0.1","16.1","91","1013","2","0","","","","35"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T20:00:00","4","29","74","","","6","226","0.2","17.1","87","1013","2","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T19:00:00","4","6","61","","","24","308","0.5","17.6","83","1013","2","0","","","","20"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T18:00:00","4","1","40","","","49","326","0.8","20.5","73","1013","9","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T17:00:00","5","1","28","","","67","328","1.2","23","62","1013","35","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T16:00:00","5","1","21","","","78","331","1.3","24.9","53","1013","61","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T15:00:00","5","2","22","","","72","343","0.77","25.9","48","1013","83","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T14:00:00","5","2","22","","","65","336","1.25","24.9","51","1014","97","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T13:00:00","5","2","23","","","58","345","1.05","24.5","53","1015","104","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T12:00:00","4","5","29","","","45","122","0.57","23.8","57","1015","104","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T11:00:00","5","14","39","","","33","346","1.05","21.3","66","1016","94","0","","","","20"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T10:00:00","5","14","41","","","27","155","0.35","20.1","73","1016","76","0","","","","26"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T09:00:00","6","66","48","","","13","200","0.2","18","88","1016","53","0","","","","21"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T08:00:00","12","281","67","","","4","155","0.15","15","100","1016","28","0","","","","36"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T07:00:00","9","219","66","","","3","179","0.3","11.9","100","1016","5","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T06:00:00","6","111","43","","","3","177","0.2","11.2","100","1016","2","0","","","","16"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T05:00:00","4","23","31","","","4","205","0.25","11.5","100","1016","2","0","","","","16"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T04:00:00","3","3","17","","","17","176","0.3","11.9","100","1017","2","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T03:00:00","3","1","17","","","18","194","0.5","12.1","100","1018","2","0","","","","16"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T02:00:00","3","1","17","","","23","184","0.1","12.4","100","1018","2","0","","","","14"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T01:00:00","3","1","25","","","16","187","0.35","12.6","100","1019","2","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-04T00:00:00","3","1","28","","","16","184","0.2","13.2","98","1019","2","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-03T23:00:00","3","3","39","","","13","191","0.3","13.6","96","1019","2","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-03T22:00:00","3","2","39","","","15","164","0.4","14","93","1020","2","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-03T21:00:00","4","1","17","","","61","129","1.1","16.1","83","1019","2","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-03T20:00:00","4","1","16","","","71","139","1.37","17","78","1019","2","0","","","","1"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-03T19:00:00","4","1","21","","","73","54","1.3","17.8","75","1019","2","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-03T18:00:00","4","1","15","","","84","127","2.1","19.4","70","1019","10","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-03T17:00:00","6","2","13","","","91","129","2.23","21","61","1019","35","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-03T16:00:00","6","2","10","","","93","123","3.25","21.5","58","1019","60","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-03T15:00:00","5","2","8","","","89","122","4.6","21.6","56","1020","82","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-03T14:00:00","4","2","8","","","81","122","4.05","21.8","54","1020","97","0","","","","4"
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T13:00:00","5","30","65","0.69","41","32","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T12:00:00","3","25","58","0.62","24","36","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T11:00:00","9","23","49","0.48","14","48","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T10:00:00","13","75","64","0.74","97","15","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T09:00:00","8","69","59","0.57","39","14","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T08:00:00","10","144","68","0.83","28","6","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T07:00:00","7","114","62","0.77","30","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T06:00:00","4","33","46","0.58","14","9","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T05:00:00","2","10","32","0.46","12","18","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T04:00:00","2","4","22","0.45","11","19","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T03:00:00","2","2","20","0.48","21","21","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T02:00:00","3","5","26","0.52","18","11","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T01:00:00","3","5","30","0.54","24","11","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-10T00:00:00","2","4","30","0.55","21","18","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T23:00:00","3","13","37","0.67","26","13","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T22:00:00","2","24","45","0.71","35","8","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T21:00:00","3","26","49","0.73","42","6","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T20:00:00","4","5","36","0.48","25","33","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T19:00:00","4","5","37","0.45","25","45","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T18:00:00","6","6","35","0.45","26","52","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T17:00:00","6","4","28","0.4","23","64","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T16:00:00","4","5","29","0.42","24","61","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T15:00:00","4","5","23","0.41","17","60","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T14:00:00","2","6","26","0.43","19","60","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T13:00:00","2","7","28","0.49","19","53","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T12:00:00","5","8","30","0.44","18","56","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T11:00:00","10","34","38","0.69","31","27","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T10:00:00","8","34","27","0.57","22","15","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T09:00:00","6","45","29","0.5","21","10","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T08:00:00","6","64","32","0.58","17","6","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T07:00:00","4","49","31","0.58","28","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T06:00:00","2","20","27","0.46","26","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T05:00:00","2","7","23","0.41","10","12","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T04:00:00","2","2","15","0.37","12","24","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T03:00:00","2","3","17","0.4","11","25","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T02:00:00","3","2","21","0.42","12","26","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T01:00:00","3","1","18","0.37","20","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-09T00:00:00","1","1","14","0.37","23","51","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T23:00:00","1","1","12","0.35","8","60","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T22:00:00","2","1","13","0.34","11","63","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T21:00:00","1","3","20","0.38","15","57","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T20:00:00","1","2","21","0.38","15","58","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T19:00:00","2","3","25","0.39","16","57","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T18:00:00","5","4","28","0.4","12","58","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T17:00:00","5","5","28","0.37","9","63","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T16:00:00","3","8","37","0.42","20","63","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T15:00:00","2","13","47","0.56","21","52","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T14:00:00","2","17","50","0.51","32","40","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T13:00:00","2","18","50","0.72","35","47","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T12:00:00","9","28","54","1.65","47","37","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T11:00:00","9","39","47","0.64","39","28","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T10:00:00","8","42","39","0.5","37","11","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T09:00:00","7","31","36","0.58","19","11","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T08:00:00","8","30","36","0.52","22","8","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T07:00:00","5","21","35","0.48","19","8","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T06:00:00","4","12","29","0.46","15","16","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T05:00:00","4","3","20","0.44","23","18","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T04:00:00","3","2","15","0.41","12","26","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T03:00:00","3","1","13","0.4","15","31","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T02:00:00","2","1","15","0.38","","32","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T01:00:00","2","2","16","0.37","15","35","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-08T00:00:00","1","2","18","0.39","17","41","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T23:00:00","1","5","31","0.44","24","29","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T22:00:00","1","9","40","0.51","31","19","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T21:00:00","1","8","38","0.45","23","29","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T20:00:00","1","8","40","0.48","25","25","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T19:00:00","1","8","47","0.49","29","36","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T18:00:00","2","7","35","0.43","34","51","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T17:00:00","2","4","26","0.42","38","58","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T16:00:00","2","5","22","0.41","31","62","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T15:00:00","3","3","17","0.39","34","66","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T14:00:00","4","4","20","0.39","51","65","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T13:00:00","3","4","25","0.44","45","59","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T12:00:00","9","7","33","0.46","37","50","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T11:00:00","9","5","28","0.51","18","44","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T10:00:00","7","4","23","0.49","13","42","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T09:00:00","6","4","19","0.4","10","42","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T08:00:00","6","2","17","0.35","10","45","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T07:00:00","5","1","14","0.35","11","49","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T06:00:00","4","2","15","0.35","12","48","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T05:00:00","3","1","12","0.33","16","50","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T04:00:00","3","2","12","0.35","12","51","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T03:00:00","4","2","14","0.37","13","47","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T02:00:00","4","1","16","0.42","13","47","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T01:00:00","4","2","17","0.4","20","49","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-07T00:00:00","2","3","21","0.4","19","46","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T23:00:00","1","2","23","0.4","19","44","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T22:00:00","3","3","34","0.69","36","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T21:00:00","4","8","49","1.11","32","23","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T20:00:00","2","6","45","1.36","40","25","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T19:00:00","2","4","36","0.85","25","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T18:00:00","4","4","36","1.15","20","44","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T17:00:00","5","4","30","0.85","17","47","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T16:00:00","5","2","18","0.39","25","66","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T15:00:00","9","2","25","0.72","16","60","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T14:00:00","8","4","33","1.07","24","49","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T13:00:00","4","3","24","0.43","14","58","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T12:00:00","10","6","31","0.36","13","55","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T11:00:00","11","5","29","0.45","56","53","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T10:00:00","9","5","31","0.47","25","44","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T09:00:00","6","7","34","0.49","28","43","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T08:00:00","5","10","37","0.69","35","22","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T07:00:00","3","5","35","0.46","32","17","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T06:00:00","3","3","28","0.41","20","40","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T05:00:00","4","3","27","0.46","36","40","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T04:00:00","5","3","29","0.64","26","43","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T03:00:00","5","3","30","0.67","31","37","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T02:00:00","6","9","39","0.68","35","23","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T01:00:00","7","6","49","0.65","53","14","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-06T00:00:00","13","7","47","0.72","48","20","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T23:00:00","15","4","46","0.5","42","26","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T22:00:00","17","14","56","0.62","47","21","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T21:00:00","27","20","68","0.77","49","12","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T20:00:00","26","14","67","2.08","69","14","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T19:00:00","21","9","63","0.49","42","44","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T18:00:00","12","9","61","0.53","41","58","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T17:00:00","11","4","41","0.47","28","78","","","","","","","","","","",""
