Estación,Título,latitud,longitud,Fecha Solar (UTC),SO2,NO,NO2,CO,PM10,O3,dd,vv,TMP,HR,PRB,RS,LL,BEN,TOL,MXIL,PM25
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-08T08:00:00","21","31","37","1.06","41","","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-08T07:00:00","17","28","36","0.34","35","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-08T06:00:00","22","21","34","0.48","38","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-08T05:00:00","28","7","32","5.38","40","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-08T04:00:00","11","1","26","0.69","27","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-08T03:00:00","15","1","26","0.59","29","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-08T02:00:00","17","1","29","2.15","35","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-08T01:00:00","17","1","33","1.29","32","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-08T00:00:00","12","2","37","0.78","30","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T23:00:00","8","1","33","0.86","34","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T22:00:00","6","1","30","0.4","30","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T21:00:00","6","1","28","0.32","25","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T20:00:00","6","2","24","0.2","29","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T19:00:00","7","4","40","0.25","34","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T18:00:00","6","2","12","0.18","28","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T17:00:00","6","1","6","0.16","25","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T16:00:00","6","1","5","0.16","19","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T15:00:00","7","1","5","0.14","22","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T14:00:00","8","4","18","0.12","23","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T13:00:00","6","2","10","0.15","34","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T12:00:00","6","5","15","0.14","26","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T11:00:00","5","8","21","0.25","24","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T10:00:00","5","3","13","0.21","15","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T09:00:00","5","1","10","0.17","18","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T08:00:00","5","1","13","0.51","18","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T07:00:00","5","1","12","0.13","18","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T06:00:00","5","1","10","0.19","15","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T05:00:00","5","1","6","0.17","13","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T04:00:00","5","1","6","0.15","15","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T03:00:00","6","1","8","0.14","15","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T02:00:00","6","1","13","0.31","20","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T01:00:00","6","1","13","0.22","21","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-07T00:00:00","7","1","12","0.22","19","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T23:00:00","12","1","17","0.28","21","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T22:00:00","14","1","22","0.65","37","27","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T21:00:00","14","4","31","0.47","46","51","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T20:00:00","15","3","32","0.48","49","49","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T19:00:00","13","3","39","1","48","43","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T18:00:00","13","6","34","0.56","37","53","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T17:00:00","13","11","34","0.89","36","50","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T16:00:00","11","3","15","0.13","23","74","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T15:00:00","18","7","31","0.78","46","58","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T14:00:00","10","5","30","0.74","33","59","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T13:00:00","7","5","16","0.12","17","75","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T12:00:00","8","4","13","0.13","14","74","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T11:00:00","18","11","32","0.73","62","55","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T10:00:00","5","3","21","0.2","27","56","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T09:00:00","6","3","19","0.2","34","49","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T08:00:00","6","11","35","0.29","49","31","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T07:00:00","6","10","43","5.29","68","20","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T06:00:00","3","2","25","0.83","38","36","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T05:00:00","4","1","27","0.24","40","36","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T04:00:00","4","1","22","0.26","35","40","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T03:00:00","5","1","28","0.38","53","35","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T02:00:00","5","2","38","0.25","52","27","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T01:00:00","6","2","44","0.38","56","23","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-06T00:00:00","6","1","42","0.27","62","24","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T23:00:00","7","1","41","0.57","48","28","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T22:00:00","7","1","39","0.25","41","39","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T21:00:00","10","10","60","0.29","57","33","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T20:00:00","9","11","72","0.75","67","26","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T19:00:00","4","5","30","0.19","45","68","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T18:00:00","6","3","28","0.14","36","92","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T17:00:00","7","2","26","0.14","35","104","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T16:00:00","9","4","37","0.16","30","101","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T15:00:00","8","2","25","0.12","31","103","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T14:00:00","8","3","27","0.79","39","99","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T13:00:00","8","5","30","0.12","34","95","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T12:00:00","12","16","46","0.13","42","61","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T11:00:00","22","27","55","0.63","52","38","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T10:00:00","19","23","44","0.44","47","28","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T09:00:00","29","47","47","0.6","57","21","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T08:00:00","66","35","48","2.53","54","19","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T07:00:00","19","35","46","0.97","76","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T06:00:00","16","27","42","1.13","72","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T05:00:00","17","10","39","1.98","46","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T04:00:00","17","3","36","0.86","40","19","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T03:00:00","27","9","42","0.87","42","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T02:00:00","36","8","44","1.82","58","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T01:00:00","11","12","47","2.01","58","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-05T00:00:00","6","6","44","1.4","53","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T23:00:00","6","10","49","2.01","54","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T22:00:00","6","29","58","2.69","60","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T21:00:00","5","18","61","2.7","74","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T20:00:00","5","22","69","0.73","78","22","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T19:00:00","4","7","43","0.36","33","56","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T18:00:00","4","4","35","0.98","31","70","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T17:00:00","4","1","20","0.25","29","86","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T16:00:00","4","1","13","0.16","27","91","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T15:00:00","4","2","16","0.16","28","83","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T14:00:00","4","2","13","0.17","24","76","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T13:00:00","4","5","16","0.19","30","65","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T12:00:00","4","6","18","0.22","27","58","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T11:00:00","3","7","18","0.27","22","53","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T10:00:00","4","22","36","0.53","22","37","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T09:00:00","5","35","35","0.63","38","25","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T08:00:00","6","87","40","0.8","51","18","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T07:00:00","6","93","36","0.83","48","17","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T06:00:00","3","26","28","0.65","42","16","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T05:00:00","3","11","27","0.53","34","18","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T04:00:00","3","1","22","0.53","29","23","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T03:00:00","3","1","23","0.65","42","25","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T02:00:00","3","1","20","0.51","32","32","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T01:00:00","2","1","21","0.38","27","42","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-04T00:00:00","3","4","20","0.35","23","61","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-03T23:00:00","3","11","16","0.36","27","68","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-03T22:00:00","2","1","11","0.98","29","81","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-03T21:00:00","3","1","10","0.29","25","85","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-03T20:00:00","3","1","13","0.32","23","87","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-03T19:00:00","3","1","15","0.32","25","89","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-03T18:00:00","4","1","17","0.33","28","93","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-03T17:00:00","4","1","14","0.28","30","99","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-03T16:00:00","3","1","15","0.29","31","100","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-03T15:00:00","3","2","12","0.23","32","99","","","","","","","","","","",""
"2","Estación Avenida Argentina","43.538869","-5.698930","2018-10-03T14:00:00","3","2","10","0.23","31","92","","","","","","","","","","",""
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T13:00:00","5","1","13","","","86","312","2.2","25.3","35","998","51","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T12:00:00","7","1","13","","","79","308","1.8","25.8","35","998","85","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T11:00:00","7","1","12","","","75","226","1.8","24.8","38","998","99","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T10:00:00","11","3","22","","","58","220","1.5","22.7","44","999","72","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T09:00:00","6","7","31","","","34","319","1.1","19.1","56","999","47","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T08:00:00","6","21","50","","","17","305","1","15.1","70","999","17","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T07:00:00","6","79","63","","","4","216","0.6","12.8","79","999","3","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T06:00:00","6","63","54","","","3","352","0.4","12.2","82","1000","2","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T05:00:00","4","24","44","","","7","191","0.5","12.4","83","1000","2","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T04:00:00","4","3","25","","","21","188","0.5","13.1","82","1001","2","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T03:00:00","4","1","10","","","32","356","0.6","13.2","87","1001","2","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T02:00:00","4","1","10","","","28","171","0.5","13.3","89","1002","2","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T01:00:00","4","1","13","","","28","6","0.6","13.6","90","1002","2","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-10T00:00:00","4","1","16","","","20","175","0.6","13.4","98","1003","2","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T23:00:00","4","1","25","","","19","216","0.8","14.2","100","1003","2","0","","","","15"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T22:00:00","4","5","38","","","8","212","0.4","13.7","100","1004","2","0","","","","25"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T21:00:00","4","9","46","","","7","231","0.35","14.7","98","1004","2","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T20:00:00","4","15","50","","","9","164","0.6","15.1","94","1004","2","0","","","","23"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T19:00:00","4","1","23","","","46","132","1.17","16.8","86","1004","2","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T18:00:00","4","1","19","","","59","131","1.27","18.7","76","1004","6","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T17:00:00","4","1","17","","","65","128","1.47","20.5","68","1005","30","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T16:00:00","4","1","12","","","71","131","1.7","21.7","57","1005","55","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T15:00:00","4","1","11","","","67","47","1.73","21.7","57","1006","77","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T14:00:00","5","1","12","","","65","46","1.83","21.3","61","1006","92","0","","","","1"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T13:00:00","5","1","11","","","63","156","1.3","21.6","61","1007","99","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T12:00:00","6","2","13","","","61","130","2.1","20.3","65","1008","98","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T11:00:00","7","9","22","","","32","339","1.13","18.6","74","1009","88","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T10:00:00","8","14","16","","","18","318","1.35","16.1","86","1009","71","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T09:00:00","7","17","17","","","13","316","1.47","14.1","96","1010","48","0","","","","14"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T08:00:00","6","32","25","","","9","301","1.05","12.8","100","1010","24","0","","","","20"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T07:00:00","5","47","31","","","3","317","0.43","10.9","100","1009","4","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T06:00:00","4","7","24","","","6","320","0.63","11.3","100","1009","2","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T05:00:00","4","10","26","","","7","325","0.55","11.1","100","1009","2","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T04:00:00","4","1","16","","","16","164","0.55","11.2","100","1010","2","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T03:00:00","4","1","10","","","23","156","0.6","11.9","100","1011","2","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T02:00:00","3","1","9","","","28","195","0.55","12.4","100","1011","2","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T01:00:00","3","1","9","","","34","200","0.2","13.4","97","1012","2","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-09T00:00:00","3","1","8","","","44","206","0.3","14.6","92","1012","2","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T23:00:00","3","1","5","","","60","139","1.1","15.6","89","1013","2","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T22:00:00","3","1","6","","","60","126","1.8","15.7","92","1013","2","0","","","","1"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T21:00:00","3","1","10","","","61","120","1.9","16.2","89","1014","2","0","","","","1"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T20:00:00","3","1","10","","","63","121","2.4","16.5","88","1013","2","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T19:00:00","3","1","12","","","62","126","2","16.7","85","1014","2","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T18:00:00","3","1","9","","","68","124","2.8","17.9","77","1014","6","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T17:00:00","4","1","8","","","73","120","3.33","18.9","74","1014","30","0","","","","1"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T16:00:00","4","1","13","","","70","120","3.3","19.7","72","1014","56","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T15:00:00","4","2","13","","","70","237","1.53","19.1","75","1015","78","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T14:00:00","4","3","15","","","66","183","1.2","20.1","69","1015","93","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T13:00:00","4","1","11","","","73","357","1.25","20","68","1016","100","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T12:00:00","5","2","15","","","68","20","1.1","19.5","66","1016","99","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T11:00:00","6","7","27","","","41","181","0.7","17.9","68","1017","62","0","","","","18"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T10:00:00","7","13","25","","","19","319","1","15.5","74","1017","42","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T09:00:00","6","14","27","","","16","311","0.7","14.1","77","1017","30","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T08:00:00","6","19","32","","","9","314","1.13","12.2","82","1017","13","0","","","","22"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T07:00:00","5","15","36","","","8","298","1.1","11.7","84","1017","3","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T06:00:00","4","7","31","","","14","297","0.85","11.8","83","1017","2","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T05:00:00","4","1","19","","","20","311","1","11.3","86","1017","2","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T04:00:00","4","1","11","","","26","311","0.63","11.3","86","1018","2","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T03:00:00","4","1","10","","","30","307","0.87","11.3","86","1018","2","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T02:00:00","3","1","7","","","35","315","0.82","11.1","87","1018","2","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T01:00:00","3","1","8","","","36","308","0.27","11","86","1019","2","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-08T00:00:00","3","1","10","","","39","311","0.3","10.8","86","1020","2","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T23:00:00","3","1","13","","","36","229","0.3","10.9","86","1020","2","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T22:00:00","4","4","36","","","14","321","0.3","11.3","84","1021","2","0","","","","16"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T21:00:00","4","6","43","","","16","192","0.3","12","81","1021","2","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T20:00:00","4","18","55","","","5","181","0.5","11.9","80","1021","2","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T19:00:00","4","24","54","","","18","183","0.7","13.7","69","1021","2","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T18:00:00","5","1","12","","","67","344","0.75","16.3","56","1020","6","0","","","","1"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T17:00:00","3","1","8","","","70","346","1.15","17","55","1020","19","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T16:00:00","3","1","3","","","76","346","1.8","16.7","56","1020","18","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T15:00:00","3","1","4","","","77","346","2.1","18.1","52","1020","81","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T14:00:00","4","1","6","","","75","119","1.17","18.6","52","1020","84","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T13:00:00","5","1","8","","","69","10","0.8","17.8","63","1020","68","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T12:00:00","9","2","13","","","57","136","1","17","75","1020","62","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T11:00:00","7","2","13","","","52","309","1.3","15.7","81","1021","39","0.2","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T10:00:00","5","2","10","","","51","223","1.4","15.1","82","1021","44","0.6","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T09:00:00","4","2","9","","","49","233","1.55","14.4","84","1021","51","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T08:00:00","4","1","9","","","50","223","1.13","13","91","1020","18","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T07:00:00","4","1","7","","","51","227","0.97","11.9","93","1019","3","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T06:00:00","3","1","6","","","54","224","1.1","11.9","91","1019","2","0.2","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T05:00:00","4","1","5","","","55","323","0.85","12","89","1019","2","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T04:00:00","3","1","4","","","56","224","1.33","11.9","91","1019","2","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T03:00:00","4","1","4","","","55","309","1.3","12","90","1019","2","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T02:00:00","4","1","5","","","55","296","1.2","12.4","88","1019","2","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T01:00:00","4","1","5","","","58","243","1.3","12.8","83","1019","2","0.6","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-07T00:00:00","4","1","6","","","57","221","0.8","12.7","83","1019","2","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T23:00:00","4","1","5","","","58","243","1.4","13","83","1019","2","0","","","","18"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T22:00:00","5","1","11","","","52","300","1.6","13.5","85","1019","2","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T21:00:00","4","1","15","","","47","294","1.4","13.5","90","1018","2","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T20:00:00","4","1","20","","","47","297","1.5","13.7","90","1018","2","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2018-10-06T19:00:00","4","1","16","","","53","241","1.3","14.1","90","1017","2","0","","","","16"
